NAME	GENDER	AGE	ADDRESS
Qiang Hradecka	M	70	Westbrook Street, line 57
Hyobi Magnini	F	56	Ardee Street, line 269
Ian Rhodes	M	71	K Street Place, line 440
Tsagaanbaatar Kjellberg	M	77	Atkinson Street, line 299
Catriona Mottram	F	38	Pasadena Road, line 450
Jonathan Cornelius	M	31	Monmouth Street, line 467
Matt Waite	M	24	Alpine Street, line 79
Tomasz Lanzone	M	86	Necco Court, line 16
Dirk Steuer	M	43	Bagnal Street, line 175
Lukasz Dudas	M	58	Birchcroft Road, line 247
Virginie Medina	F	27	Waldorf Street, line 143
Andriy Hrachov	M	16	Bantry Way, line 299
Hector Moutoussamy	M	66	Muller Avenue, line 110
Ivan Radu	M	29	Clinton Place, line 181
Christopher Sadauskas	M	86	Lancaster Street, line 47
Alexander Heffernan	M	43	Oleander Street, line 147
